LOT,WAFER,WAFER_ID,DEFECT@WAFER@CLASS_NCDD@BEEP,DEFECT@WAFER@CLASS_NCDD@BLOCKED_HM_ETCH,DEFECT@WAFER@CLASS_NCDD@BLOCKED_TRENCH,DEFECT@WAFER@CLASS_NCDD@BLURRY_IMAGE,DEFECT@WAFER@CLASS_NCDD@BROKEN_PATTERN,DEFECT@WAFER@CLASS_NCDD@DENT,DEFECT@WAFER@CLASS_NCDD@DOME,DEFECT@WAFER@CLASS_NCDD@FALLEN_LINES,DEFECT@WAFER@CLASS_NCDD@ILD_HOLE_TEAROUT,DEFECT@WAFER@CLASS_NCDD@LARGE_PARTICLE,DEFECT@WAFER@CLASS_NCDD@MINI,DEFECT@WAFER@CLASS_NCDD@NVD_FALSE,DEFECT@WAFER@CLASS_NCDD@OTHER_UNKNOWN,DEFECT@WAFER@CLASS_NCDD@PATTERN,DEFECT@WAFER@CLASS_NCDD@RESIDUE,DEFECT@WAFER@CLASS_NCDD@ROUNDMOUND_BEEP,DEFECT@WAFER@CLASS_NCDD@SCRATCH,DEFECT@WAFER@CLASS_NCDD@SIZE_SMALL,DEFECT@WAFER@CLASS_NCDD@SMALL_PARTICLE,DEFECT@WAFER@CLASS_NCDD@UNCLASSIFIED,ACTUAL_LOT@DEFECT,DEVICE@DEFECT,INSPECTION_TIME@DEFECT,INSPECTION_TOOL@DEFECT,LAYER,LAYER@DEFECT,LOAD_DATE@DEFECT,RECIPE@DEFECT,SITE@DEFECT,WAFER_ID_ORDER@DEFECT,WAFER_KEY@DEFECT
D503832,95,GK5XV095JKD5,0,0,0,0,0,0,0.003609,0.007218,0,0,0,0.198504,0,0,0,0.010827,0,0.018046,0,,D5038320,PNCB,06/12/2025 8:47:01 PM,BPD458,8M5CL,8M5CL,02/20/2026 4:17:25 PM,8M5CL,D1D,1,6084162
D503832,96,GK5XV096JKA4,0,0,0,0,0,0,0,0.007167,0.003584,0,0,0.182762,0,0,0,0.003584,0,0.017918,0.007167,,D5038320,PNCB,06/12/2025 8:47:01 PM,BPD458,8M5CL,8M5CL,02/20/2026 4:17:36 PM,8M5CL,D1D,2,6084203
D503832,98,GK5XV098JKB5,0,0,0,0,0,0,0,0,0,0,0,0.200679,0,0,0,0.007167,0,0.021501,0.003584,,D5038320,PNCB,06/12/2025 8:47:01 PM,BPD458,8M5CL,8M5CL,02/20/2026 4:16:51 PM,8M5CL,D1D,3,6084236
D503832,99,GK5XV099JKF7,0,0,0,0,0,0,0,0.007218,0.003609,0,0,0.191285,0,0,0,0.007218,0,0.021655,0.018046,,D5038320,PNCB,06/12/2025 8:47:01 PM,BPD458,8M5CL,8M5CL,02/20/2026 4:17:22 PM,8M5CL,D1D,4,6084214
D502982,285,GK5MH285JKD3,0,0,0,0,0,0,0.007218,0,0.007218,0,0,0.223768,0,0,0,0,0,0.003609,0.003609,,D5029820,PNCB,06/10/2025 5:08:00 AM,BPD442,8M5CL,8M5CL,06/08/2026 3:02:18 AM,8M5CL,D1D,1,6072828
D502982,286,GK5MH286JKA2,0,0,0,0,0,0,0.003584,0,0,0,0,0.193512,0,0,0,0.003584,0,0,0.007167,,D5029820,PNCB,06/10/2025 5:08:00 AM,BPD442,8M5CL,8M5CL,02/20/2026 11:54:17 AM,8M5CL,D1D,2,6072885
D502982,287,GK5MH287JKE4,0,0,0,0,0,0,0,0.003609,0,0,0,0.191285,0,0,0,0.010827,0,0,0.007218,,D5029820,PNCB,06/10/2025 5:08:00 AM,BPD442,8M5CL,8M5CL,02/20/2026 11:54:33 AM,8M5CL,D1D,3,6072784
D502982,288,GK5MH288JKB3,0,0,0,0,0,0,0.003584,0,0.014334,0,0,0.189929,0,0,0,0.007167,0,0,0.010751,,D5029820,PNCB,06/10/2025 5:08:00 AM,BPD442,8M5CL,8M5CL,06/07/2026 6:49:47 PM,8M5CL,D1D,4,6072850
D502982,289,GK5MH289JKF5,0.003609,0,0,0,0,0,0,0,0.003609,0,0,0.194894,0,0,0,0.003609,0,0,0.010827,,D5029820,PNCB,06/10/2025 5:08:00 AM,BPD442,8M5CL,8M5CL,02/20/2026 11:54:00 AM,8M5CL,D1D,5,6072836
D502982,290,GK5MH290JKB3,0,0,0,0,0,0,0.003584,0,0,0,0,0.207847,0,0,0,0,0,0.003584,0.007167,,D5029820,PNCB,06/10/2025 5:08:00 AM,BPD442,8M5CL,8M5CL,02/20/2026 11:54:26 AM,8M5CL,D1D,6,6072869
D504866,18,A11NG018SLF7,0,0,0,0,0,0,0.007584,0.011375,0.003792,0,0,0.961057,0,0,0,0.011375,0,0.003792,0,0,D5048660,PXMG,06/08/2025 9:23:32 AM,BPD448,8M5CL,8M5CL,02/19/2026 10:18:00 AM,8M5CL,D1D,1,6126611
D504866,20,A11NG020SLF7,0,0,0,0,0,0,0.010978,0.009514,0.010978,0,0,0.77137,0,0,0,0.009514,0,0.007319,0,0,D5048660,PXMG,06/08/2025 9:23:32 AM,BPD448,8M5CL,8M5CL,02/19/2026 10:18:09 AM,8M5CL,D1D,2,6126628
D502985,458,GK9BL458JKG3,0,0,0,0,0,0,0.010898,0.003633,0,0.003633,0,0.05449,0,0,0,0.007265,0,0.003633,0.007265,,D5029850,PXSA,06/13/2025 4:02:43 PM,BPD432,8M5CL,8M5CL,02/20/2026 9:47:42 AM,8M5CL,D1D,1,6063056
D502985,460,GK9BL460JKG3,0,0,0,0,0,0,0.014531,0,0.007265,0,0,0.043592,0,0,0,0,0,0,0.003633,,D5029850,PXSA,06/13/2025 4:02:43 PM,BPD432,8M5CL,8M5CL,02/20/2026 9:47:43 AM,8M5CL,D1D,2,6063068
D503901,707,MC0WY707WAB3,0,0,0,0,0,0,0,0,0.010827,0,0,0.191285,0,0,0,0.014437,0,0.010827,0,,D5039010DW,PNCB,07/02/2025 9:21:35 PM,BPD444,8M5CL,8M5CL,02/19/2026 1:40:59 PM,8M5CL,D1D,1,6947126
D503901,740,MC0WY740WAE3,0,0,0,0,0,0,0.003584,0,0,0,0,0.193512,0,0,0,0,0,0.007167,0,,D5039010DW,PNCB,07/02/2025 9:21:35 PM,BPD444,8M5CL,8M5CL,02/19/2026 1:40:53 PM,8M5CL,D1D,2,6947152
D504835,66,MBZZQ066WAE1,0,0,0,0,0,0,0.003584,0.010751,0,0,0,0.182762,0,0,0,0.003584,0,0.032252,0,,D5048350,PNCB,07/10/2025 4:00:29 PM,BPD436,8M5CL,8M5CL,02/20/2026 11:18:51 AM,8M5CL,D1D,1,6139991
D504835,70,MBZZQ070WAF2,0,0,0,0,0,0,0,0.003584,0.003584,0,0,0.186345,0,0,0,0.007167,0,0.093173,0.010751,,D5048350,PNCB,07/10/2025 4:00:29 PM,BPD436,8M5CL,8M5CL,02/20/2026 11:18:24 AM,8M5CL,D1D,2,6140046
D504835,86,MBZZQ086WAF6,0,0,0,0,0,0,0.003584,0.010751,0,0,0,0.197096,0,0,0,0,0,0.028668,0,,D5048350,PNCB,07/10/2025 4:00:29 PM,BPD436,8M5CL,8M5CL,02/20/2026 11:18:40 AM,8M5CL,D1D,3,6139995
D504835,113,MBZZQ113WAE7,0.010827,0,0,0,0,0,0,0,0.007218,0,0,0.187676,0,0,0,0.010827,0,0.101056,0,,D5048350,PNCB,07/10/2025 4:00:29 PM,BPD436,8M5CL,8M5CL,02/20/2026 11:17:40 AM,8M5CL,D1D,4,6139997
D504835,162,MBZZQ162WAB0,0,0,0,0,0,0,0.007167,0.003584,0,0,0,0.189929,0,0,0,0,0,0.046586,0,,D5048350,PNCB,07/10/2025 4:00:29 PM,BPD436,8M5CL,8M5CL,02/20/2026 11:18:32 AM,8M5CL,D1D,5,6140006
D504835,174,MBZZQ174WAG5,0,0,0,0,0,0,0,0.003584,0,0,0,0.189929,0,0.003584,0,0,0,0.057337,0,,D5048350,PNCB,07/10/2025 4:00:29 PM,BPD436,8M5CL,8M5CL,02/20/2026 11:19:16 AM,8M5CL,D1D,6,6140010
D504835,175,MBZZQ175WAD4,0,0,0,0,0,0,0.003609,0,0.014437,0,0,0.187676,0,0,0,0,0,0.079401,0.003609,,D5048350,PNCB,07/10/2025 4:00:29 PM,BPD436,8M5CL,8M5CL,02/20/2026 11:19:09 AM,8M5CL,D1D,7,6140011
D504835,178,MBZZQ178WAB4,0,0,0,0,0,0.005196,0.005196,0,0.169861,0,0,0.220747,0,0,0,0.314099,0,1.843563,0,0,D5048350,PNCB,07/10/2025 4:00:29 PM,BPD436,8M5CL,8M5CL,02/20/2026 11:18:22 AM,8M5CL,D1D,8,6139862
D504835,188,MBZZQ188WAG0,0,0,0,0,0,0,0.003584,0.007167,0.003584,0,0,0.200679,0,0,0,0.014334,0,0.057337,0,,D5048350,PNCB,07/10/2025 4:00:29 PM,BPD436,8M5CL,8M5CL,02/20/2026 11:18:44 AM,8M5CL,D1D,9,6140002
D504835,199,MBZZQ199WAA0,0,0,0,0,0,0,0.003609,0.003609,0.003609,0,0,0.198504,0,0,0,0.007218,0,0.036092,0,,D5048350,PNCB,07/10/2025 4:00:29 PM,BPD436,8M5CL,8M5CL,02/20/2026 11:18:27 AM,8M5CL,D1D,10,6140005
D504835,200,MBZZQ200WAB4,0.003584,0,0,0,0,0,0.003584,0.003584,0.014334,0,0,0.236515,0,0,0,0.007167,0,0.068088,0,,D5048350,PNCB,07/10/2025 4:00:29 PM,BPD436,8M5CL,8M5CL,02/20/2026 11:18:25 AM,8M5CL,D1D,11,6139861
D504835,211,MBZZQ211WAC7,0,0,0,0,0,0,0,0,0.003609,0,0,0.184067,0,0,0,0,0,0.064965,0,,D5048350,PNCB,07/10/2025 4:00:29 PM,BPD436,8M5CL,8M5CL,02/20/2026 11:19:02 AM,8M5CL,D1D,12,6140013
D502984,210,GL2DW210JDC0,0,0,0,0,0,0,0.010751,0.003584,0.003584,0,0,0.193512,0,0,0,0,0,0.082422,0.003584,,D5029840C,PNCB,07/07/2025 11:40:15 PM,BPD436,8M5CL,8M5CL,02/20/2026 11:18:27 AM,8M5CL,D1D,1,7000579
D502984,212,GL2DW212JDD1,0,0,0,0,0,0,0.010751,0.007167,0.014334,0,0,0.186345,0,0,0,0,0,0.057337,0,,D5029840C,PNCB,07/07/2025 11:40:15 PM,BPD436,8M5CL,8M5CL,02/20/2026 11:18:43 AM,8M5CL,D1D,2,7000560
D502984,213,GL2DW213JDA0,0,0,0,0,0,0,0.007218,0.003609,0.003609,0,0,0.191285,0,0,0,0,0,0.025264,0,,D5029840C,PNCB,07/07/2025 11:40:15 PM,BPD436,8M5CL,8M5CL,02/20/2026 11:18:31 AM,8M5CL,D1D,3,7000480
D502984,306,GL2DW306JDA0,0,0,0,0,0,0,0,0.007167,0,0,0,0.193512,0,0,0,0.003584,0,0.043003,0,,D5029840C,PNCB,07/07/2025 11:40:15 PM,BPD436,8M5CL,8M5CL,02/20/2026 11:18:39 AM,8M5CL,D1D,4,7000600
D502984,307,GL2DW307JDE2,0,0,0,0,0,0,0,0.003609,0.007218,0,0,0.202113,0,0,0,0.007218,0,0.068574,0,,D5029840C,PNCB,07/07/2025 11:40:15 PM,BPD436,8M5CL,8M5CL,02/20/2026 11:18:40 AM,8M5CL,D1D,5,7000640
D502984,308,GL2DW308JDB1,0,0,0,0,0,0,0.003584,0,0,0,0,0.193512,0,0,0,0.003584,0,0.021501,0,,D5029840C,PNCB,07/07/2025 11:40:15 PM,BPD436,8M5CL,8M5CL,02/20/2026 11:18:29 AM,8M5CL,D1D,6,7000495
D502980,2,MBZZU002WAF7,0,0,0,0,0,0,0,0.017198,0,0.008599,0,0.429945,0,0,0,0.008599,0,0.025797,0,,D5029800,PNCB,07/08/2025 6:21:58 AM,BPD448,8M5CL,8M5CL,02/19/2026 10:00:42 AM,8M5CL,D1D,1,6072892
D502980,16,MBZZU016WAF2,0,0,0,0,0,0,0,0.010106,0.010106,0,0,0.505282,0,0,0,0,0,0.020211,0,,D5029800,PNCB,07/08/2025 6:21:58 AM,BPD448,8M5CL,8M5CL,02/19/2026 10:01:57 AM,8M5CL,D1D,2,6072898
D502980,48,MBZZU048WAF1,0,0,0,0,0,0,0.004953,0,0,0,0,0.252582,0,0,0,0,0,0.064384,0,,D5029800,PNCB,07/08/2025 6:21:58 AM,BPD448,8M5CL,8M5CL,02/19/2026 10:00:30 AM,8M5CL,D1D,3,6072839
D502980,49,MBZZU049WAC0,0,0,0,0,0,0,0.007218,0,0,0,0,0.191285,0,0,0,0,0,0.032482,0,,D5029800,PNCB,07/08/2025 6:21:58 AM,BPD448,8M5CL,8M5CL,02/19/2026 10:01:02 AM,8M5CL,D1D,4,6072899
D502980,85,MBZZU085WAD0,0,0,0,0,0,0,0.016572,0,0,0,0,0.276197,0,0,0,0,0,0.02762,0,,D5029800,PNCB,07/08/2025 6:21:58 AM,BPD448,8M5CL,8M5CL,02/19/2026 10:02:10 AM,8M5CL,D1D,5,6072852
D502980,218,MBZZU218WAE5,0,0,0,0,0,0,0.019807,0.009904,0,0,0,0.524893,0,0,0,0,0,0.019807,0,,D5029800,PNCB,07/08/2025 6:21:58 AM,BPD448,8M5CL,8M5CL,02/19/2026 10:00:47 AM,8M5CL,D1D,6,6072844
D502980,270,MBZZU270WAF0,0,0,0,0,0,0,0.019578,0.003916,0.003916,0,0,0.195784,0,0,0,0.003916,0,0.043072,0,,D5029800,PNCB,07/08/2025 6:21:58 AM,BPD448,8M5CL,8M5CL,02/19/2026 10:01:49 AM,8M5CL,D1D,7,6072853
D502980,271,MBZZU271WAB7,0,0,0,0,0,0,0.018627,0,0.007451,0,0,0.197447,0,0,0,0.003725,0,0.026078,0,,D5029800,PNCB,07/08/2025 6:21:58 AM,BPD448,8M5CL,8M5CL,02/19/2026 10:02:02 AM,8M5CL,D1D,8,6072897
D502980,281,MBZZU281WAG3,0,0,0,0,0,0,0.011965,0.011965,0,0.005982,0,0.317067,0,0,0,0,0,0.053842,0,,D5029800,PNCB,07/08/2025 6:21:58 AM,BPD448,8M5CL,8M5CL,02/19/2026 10:01:24 AM,8M5CL,D1D,9,6072890
D502980,288,MBZZU288WAG5,0,0,0,0,0,0,0.015717,0.005239,0.089063,0,0,0.272428,0,0,0,0.031434,0,0.303862,0,,D5029800,PNCB,07/08/2025 6:21:58 AM,BPD448,8M5CL,8M5CL,02/19/2026 10:02:19 AM,8M5CL,D1D,10,6072840
D502980,292,MBZZU292WAA3,0,0,0,0,0,0,0.017918,0.007167,0,0,0,0.189929,0,0,0,0.003584,0,0.017918,0,,D5029800,PNCB,07/08/2025 6:21:58 AM,BPD448,8M5CL,8M5CL,02/19/2026 10:00:36 AM,8M5CL,D1D,11,6072856
D502980,314,MBZZU314WAB4,0.006158,0,0,0,0,0,0.018474,0.006158,0.018474,0,0,0.326373,0,0,0,0.024632,0,0.055422,0,,D5029800,PNCB,07/08/2025 6:21:58 AM,BPD448,8M5CL,8M5CL,02/19/2026 10:01:12 AM,8M5CL,D1D,12,6072874
D502984,207,GL2DW207JDF1,0,0,0,0,0,0,0.025264,0,0.018046,0,0,0.187676,0,0,0,0.007218,0,0.039701,0.007218,,D5029840,PNCB,07/07/2025 10:37:38 PM,BPD432,8M5CL,8M5CL,02/20/2026 9:55:30 AM,8M5CL,D1D,1,6073248
D502984,208,GL2DW208JDC0,0,0,0,0,0,0,0,0.003584,0.003584,0,0,0.189929,0,0,0,0.003584,0,0.10034,0,,D5029840,PNCB,07/07/2025 10:37:38 PM,BPD432,8M5CL,8M5CL,02/20/2026 9:55:33 AM,8M5CL,D1D,2,6073181
D504858,409,GN9GJ409JDA1,0,0,0,0,0,0,0,0,0,0,0,0.194894,0,0,0,0.003609,0,0.014437,0,,D504858A,PNCB,07/18/2025 8:42:34 PM,BPD448,8M5CL,8M5CL,02/19/2026 10:01:28 AM,8M5CL,D1D,1,6832048
D504858,410,GN9GJ410JDD2,0.003584,0,0,0,0,0,0,0.003584,0,0,0,0.189929,0,0,0,0.003584,0,0,0,,D504858A,PNCB,07/18/2025 8:42:34 PM,BPD448,8M5CL,8M5CL,02/19/2026 10:01:49 AM,8M5CL,D1D,2,6831639
D504858,411,GN9GJ411JDA1,0,0,0,0,0,0,0,0.003609,0,0,0,0.202113,0,0,0,0,0,0.003609,0.003609,,D504858A,PNCB,07/18/2025 8:42:34 PM,BPD448,8M5CL,8M5CL,02/19/2026 10:02:08 AM,8M5CL,D1D,3,6831357
D504858,412,GN9GJ412JDE3,0.003584,0,0,0,0,0,0,0.003584,0.003584,0,0,0.197096,0,0,0,0.003584,0,0,0,,D504858A,PNCB,07/18/2025 8:42:34 PM,BPD448,8M5CL,8M5CL,02/19/2026 10:01:17 AM,8M5CL,D1D,4,6831931
D504858,413,GN9GJ413JDB2,0,0,0,0,0,0,0,0,0,0,0,0.187676,0,0,0,0.003609,0,0,0,,D504858A,PNCB,07/18/2025 8:42:34 PM,BPD448,8M5CL,8M5CL,02/19/2026 10:02:14 AM,8M5CL,D1D,5,6831256
D504858,414,GN9GJ414JDF4,0,0,0,0,0,0,0.003584,0,0,0,0,0.189929,0,0,0,0.003584,0,0.014334,0,,D504858A,PNCB,07/18/2025 8:42:34 PM,BPD448,8M5CL,8M5CL,02/19/2026 10:02:02 AM,8M5CL,D1D,6,6830858
D504858,415,GN9GJ415JDC3,0,0,0,0,0,0,0,0,0,0,0,0.187676,0,0,0,0.003609,0,0.014437,0.007218,,D504858A,PNCB,07/18/2025 8:42:34 PM,BPD448,8M5CL,8M5CL,02/19/2026 10:01:56 AM,8M5CL,D1D,7,6831207
D504858,416,GN9GJ416JDG5,0,0,0,0,0,0,0,0,0.007167,0,0,0.197096,0,0,0,0.007167,0,0.010751,0,,D504858A,PNCB,07/18/2025 8:42:34 PM,BPD448,8M5CL,8M5CL,02/19/2026 10:01:05 AM,8M5CL,D1D,8,6831754
D504858,417,GN9GJ417JDD4,0.003673,0,0,0,0,0,0,0,0,0,0,0.190974,0,0,0,0.003673,0,0.003673,0,,D504858A,PNCB,07/18/2025 8:42:34 PM,BPD448,8M5CL,8M5CL,02/19/2026 10:01:06 AM,8M5CL,D1D,9,6832072
D504858,418,GN9GJ418JDA3,0,0,0,0,0,0,0,0,0.003584,0,0,0.200679,0,0,0,0.007167,0,0.007167,0,,D504858A,PNCB,07/18/2025 8:42:34 PM,BPD448,8M5CL,8M5CL,02/19/2026 10:02:27 AM,8M5CL,D1D,10,6830770
D504858,419,GN9GJ419JDE5,0,0,0,0,0,0,0,0,0,0,0,0.205722,0,0,0,0,0,0.010827,0.010827,,D504858A,PNCB,07/18/2025 8:42:34 PM,BPD448,8M5CL,8M5CL,02/19/2026 10:00:53 AM,8M5CL,D1D,11,6831051
D504858,445,GN9GJ445JDB1,0,0,0,0,0,0,0,0,0,0,0,1.537342,0,0.045216,0,0,0,0,0,,D504858A,PNCB,07/18/2025 8:42:34 PM,BPD448,8M5CL,8M5CL,02/19/2026 10:02:21 AM,8M5CL,D1D,12,6831497
D504831,69,A11HP069SLD2,0,0,0,0,0,0,0.018046,0,0.010827,0,0.003609,0.205722,0,0,0,0,0,0.036092,0,,D5048310,PNCB,07/22/2025 1:39:43 PM,BPD446,8M5CL,8M5CL,02/23/2026 3:51:15 PM,8M5CL,D1D,1,6139449
D504831,131,A10J2131SLG6,0,0,0,0,0,0,0.014437,0.014437,0.054137,0,0,0.205722,0.007218,0,0,0.04331,0,0.295951,0,,D5048310,PNCB,07/22/2025 1:39:43 PM,BPD446,8M5CL,8M5CL,02/23/2026 3:52:10 PM,8M5CL,D1D,2,6139342
D504831,132,A10J2132SLD5,0,0,0,0,0,0,0.007167,0.003584,0.003584,0,0,0.215014,0,0,0,0.014334,0,0.10034,0,,D5048310,PNCB,07/22/2025 1:39:43 PM,BPD446,8M5CL,8M5CL,02/23/2026 3:52:25 PM,8M5CL,D1D,3,6139418
D504831,133,A10J2133SLA4,0,0,0,0,0,0,0.007439,0,0.030641,0,0,0.199608,0,0,0,0.022981,0,0.370933,0,0,D5048310,PNCB,07/22/2025 1:39:43 PM,BPD446,8M5CL,8M5CL,02/23/2026 3:52:17 PM,8M5CL,D1D,4,6139344
D504831,139,A10J2139SLD7,0,0,0,0,0,0,0.010827,0.003609,0.014437,0,0,0.191285,0,0,0,0.010827,0,0.115493,0,,D5048310,PNCB,07/22/2025 1:39:43 PM,BPD446,8M5CL,8M5CL,02/23/2026 3:52:35 PM,8M5CL,D1D,5,6139428
D504831,145,A10J2145SLG1,0,0,0,0,0,0,0,0,0.003609,0,0,0.191285,0.003609,0,0,0.010827,0,0.039701,0,,D5048310,PNCB,07/22/2025 1:39:43 PM,BPD446,8M5CL,8M5CL,02/23/2026 3:52:51 PM,8M5CL,D1D,6,6139414
D504831,357,A10J2357SLC5,0,0,0,0,0,0,0.050528,0,0.021655,0,0,0.209331,0.003609,0,0,0,0,0.032482,0,,D5048310,PNCB,07/22/2025 1:39:43 PM,BPD446,8M5CL,8M5CL,02/23/2026 3:51:05 PM,8M5CL,D1D,7,6139466
D504831,360,A10J2360SLG7,0,0,0,0,0,0,0.010751,0.003584,0.014334,0,0.003584,0.200679,0,0,0,0.007167,0,0.053753,0,,D5048310,PNCB,07/22/2025 1:39:43 PM,BPD446,8M5CL,8M5CL,02/23/2026 3:52:39 PM,8M5CL,D1D,8,6139432
D504831,363,A10J2363SLE7,0,0,0,0,0,0,0.028873,0,0.010827,0,0,0.194894,0,0,0,0,0,0.010827,0,,D5048310,PNCB,07/22/2025 1:39:43 PM,BPD446,8M5CL,8M5CL,02/23/2026 3:52:19 PM,8M5CL,D1D,9,6139437
D504831,367,A10J2367SLH1,0,0,0,0,0,0,0.007218,0.003609,0,0,0,0.238204,0,0,0,0.003609,0,0.028873,0,,D5048310,PNCB,07/22/2025 1:39:43 PM,BPD446,8M5CL,8M5CL,02/23/2026 3:52:48 PM,8M5CL,D1D,10,6139421
D502971,7,GK5MH007JKH1,0,0,0,0,0,0,0.004073,0.004073,0.004073,0,0,0.236229,0,0,0,0.004073,0,0.004073,0.004073,,D5029710,PNCB,08/02/2025 6:02:01 AM,BPD432,8M5CL,8M5CL,02/20/2026 9:56:24 AM,8M5CL,D1D,1,6069821
D502971,8,GK5MH008JKE0,0,0,0,0,0,0,0,0.003584,0.003584,0,0,0.236515,0,0,0,0.007167,0,0.010751,0,,D5029710,PNCB,08/02/2025 6:02:01 AM,BPD432,8M5CL,8M5CL,02/20/2026 9:55:54 AM,8M5CL,D1D,2,6069701
D502971,9,GK5MH009JKA7,0,0,0,0,0,0,0.003609,0.003609,0.003609,0,0,0.234595,0,0,0,0,0,0,0.003609,,D5029710,PNCB,08/02/2025 6:02:01 AM,BPD432,8M5CL,8M5CL,02/20/2026 9:57:24 AM,8M5CL,D1D,3,6069807
D502971,11,GK5MH011JKA7,0,0,0,0,0,0,0.007218,0.010827,0.003609,0,0.003609,0.216549,0,0,0,0.007218,0,0.003609,0,,D5029710,PNCB,08/02/2025 6:02:01 AM,BPD432,8M5CL,8M5CL,02/20/2026 9:57:33 AM,8M5CL,D1D,4,6069789
D502971,12,GK5MH012JKF1,0,0,0,0,0,0,0,0,0,0,0,0.189929,0,0,0,0.007167,0.003584,0.010751,0.003584,,D5029710,PNCB,08/02/2025 6:02:01 AM,BPD432,8M5CL,8M5CL,02/20/2026 9:57:21 AM,8M5CL,D1D,5,6069826
D502971,13,GK5MH013JKC0,0,0,0,0,0,0,0.007218,0,0.003609,0,0,0.194894,0,0,0,0,0,0.003609,0,,D5029710,PNCB,08/02/2025 6:02:01 AM,BPD432,8M5CL,8M5CL,02/20/2026 9:55:58 AM,8M5CL,D1D,6,6069774
D502971,14,GK5MH014JKG2,0,0,0,0,0,0,0.007167,0.007167,0.003584,0,0,0.193512,0,0,0,0,0.007167,0.007167,0,,D5029710,PNCB,08/02/2025 6:02:01 AM,BPD432,8M5CL,8M5CL,02/20/2026 9:56:09 AM,8M5CL,D1D,7,6069761
D502971,155,GK5AD155JKE7,0,0,0,0,0,0,0.003609,0.007218,0,0,0,0.198504,0,0,0,0,0,0.007218,0.007218,,D5029710,PNCB,08/02/2025 6:02:01 AM,BPD432,8M5CL,8M5CL,02/20/2026 9:56:10 AM,8M5CL,D1D,8,6069847
D502971,200,GK5AD200JKE4,0,0,0,0,0,0,0,0,0,0,0,0.222181,0,0,0,0,0.003584,0.003584,0.003584,,D5029710,PNCB,08/02/2025 6:02:01 AM,BPD432,8M5CL,8M5CL,02/20/2026 9:57:14 AM,8M5CL,D1D,9,6069829
D502971,237,GK5AD237JKD4,0,0,0,0,0,0,0.020836,0.005209,0.005209,0,0,0.307336,0,0,0,0.010418,0.005209,0.005209,0,,D5029710,PNCB,08/02/2025 6:02:01 AM,BPD432,8M5CL,8M5CL,02/20/2026 9:56:37 AM,8M5CL,D1D,10,6069736
D502971,238,GK5AD238JKA3,0,0,0,0,0,0,0.003584,0.003584,0,0,0,0.186345,0,0,0,0.003584,0,0,0.003584,,D5029710,PNCB,08/02/2025 6:02:01 AM,BPD432,8M5CL,8M5CL,02/20/2026 9:57:34 AM,8M5CL,D1D,11,6069781
D504858,396,GN9GJ396JDG5,0,0,0,0,0,0,0,0.003584,0.007167,0,0,0.229348,0,0,0,0.003584,0,0.007167,0.003584,,D5048580AC,PNCB,08/02/2025 4:06:07 AM,BPD448,8M5CL,8M5CL,02/19/2026 10:00:54 AM,8M5CL,D1D,1,7126018
D504858,397,GN9GJ397JDD4,0,0,0,0,0,0,0,0.019614,0,0,0,0.568811,0,0,0,0,0,0.009807,0.009807,,D5048580AC,PNCB,08/02/2025 4:06:07 AM,BPD448,8M5CL,8M5CL,02/19/2026 10:01:05 AM,8M5CL,D1D,2,7126015
D504859,73,GN8TU073JDG5,0,0,0,0,0,0,0.014437,0.010827,0.003609,0,0,0.249032,0,0,0,0,0,0.021655,0,,D5048590,PNCB,08/01/2025 6:50:33 AM,BPD450,8M5CL,8M5CL,02/23/2026 11:32:13 AM,8M5CL,D1D,1,6128280
D504859,74,GN8TU074JDD4,0,0,0,0,0,0,0.014334,0.003584,0.007167,0,0,0.229348,0,0,0,0.007167,0,0.043003,0,,D5048590,PNCB,08/01/2025 6:50:33 AM,BPD450,8M5CL,8M5CL,02/23/2026 11:31:43 AM,8M5CL,D1D,2,6128323
D504859,76,GN8TU076JDE5,0,0,0,0,0,0,0,0,0.007167,0,0,0.243682,0,0,0,0.003584,0,0.032252,0.007167,,D5048590,PNCB,08/01/2025 6:50:33 AM,BPD450,8M5CL,8M5CL,02/23/2026 11:31:37 AM,8M5CL,D1D,3,6128332
D504859,77,GN8TU077JDB4,0,0,0,0,0,0,0.010827,0,0.010827,0,0.003609,0.216549,0,0,0,0.025264,0,0.021655,0.003609,,D5048590,PNCB,08/01/2025 6:50:33 AM,BPD450,8M5CL,8M5CL,02/23/2026 11:31:31 AM,8M5CL,D1D,4,6128388
D504859,137,GN8TU137JDE6,0,0,0,0,0,0,0.003609,0,0.010827,0,0,0.241814,0,0,0,0.007218,0,0.032482,0.003609,,D5048590,PNCB,08/01/2025 6:50:33 AM,BPD450,8M5CL,8M5CL,02/23/2026 11:32:05 AM,8M5CL,D1D,5,6128328
D504859,139,GN8TU139JDF7,0,0,0,0,0,0,0.003609,0,0.003609,0,0,0.285123,0,0,0,0.003609,0.007218,0.032482,0.003609,,D5048590,PNCB,08/01/2025 6:50:33 AM,BPD450,8M5CL,8M5CL,02/23/2026 11:31:52 AM,8M5CL,D1D,6,6128446
D504859,140,GN8TU140JDB5,0,0,0,0,0,0,0.003584,0,0.003584,0,0,0.229348,0,0,0.003584,0.007167,0,0.021501,0.003584,,D5048590,PNCB,08/01/2025 6:50:33 AM,BPD450,8M5CL,8M5CL,02/23/2026 11:32:06 AM,8M5CL,D1D,7,6128393
