LOT,WAFER,WAFER_ID,DEFECT@WAFER@CLASS_NCDD@BEEP,DEFECT@WAFER@CLASS_NCDD@BLOCKED_TRENCH,DEFECT@WAFER@CLASS_NCDD@BLURRY_IMAGE,DEFECT@WAFER@CLASS_NCDD@DOME,DEFECT@WAFER@CLASS_NCDD@FALLEN_LINES,DEFECT@WAFER@CLASS_NCDD@ILD_HOLE_TEAROUT,DEFECT@WAFER@CLASS_NCDD@LARGE_PARTICLE,DEFECT@WAFER@CLASS_NCDD@MINI,DEFECT@WAFER@CLASS_NCDD@NVD_FALSE,DEFECT@WAFER@CLASS_NCDD@OTHER_UNKNOWN,DEFECT@WAFER@CLASS_NCDD@PATTERN,DEFECT@WAFER@CLASS_NCDD@RESIDUE,DEFECT@WAFER@CLASS_NCDD@ROUNDMOUND_BEEP,DEFECT@WAFER@CLASS_NCDD@SCRATCH,DEFECT@WAFER@CLASS_NCDD@SIZE_SMALL,DEFECT@WAFER@CLASS_NCDD@SMALL_PARTICLE,DEFECT@WAFER@CLASS_NCDD@UNCLASSIFIED,ACTUAL_LOT@DEFECT,DEVICE@DEFECT,INSPECTION_TIME@DEFECT,INSPECTION_TOOL@DEFECT,LAYER,LAYER@DEFECT,LOAD_DATE@DEFECT,RECIPE@DEFECT,SITE@DEFECT,WAFER_ID_ORDER@DEFECT,WAFER_KEY@DEFECT,DEFECT@WAFER@CLASS_EDI@BEEP,DEFECT@WAFER@CLASS_EDI@BLOCKED_TRENCH,DEFECT@WAFER@CLASS_EDI@BLURRY_IMAGE,DEFECT@WAFER@CLASS_EDI@DOME,DEFECT@WAFER@CLASS_EDI@FALLEN_LINES,DEFECT@WAFER@CLASS_EDI@ILD_HOLE_TEAROUT,DEFECT@WAFER@CLASS_EDI@LARGE_PARTICLE,DEFECT@WAFER@CLASS_EDI@MINI,DEFECT@WAFER@CLASS_EDI@NVD_FALSE,DEFECT@WAFER@CLASS_EDI@OTHER_UNKNOWN,DEFECT@WAFER@CLASS_EDI@PATTERN,DEFECT@WAFER@CLASS_EDI@RESIDUE,DEFECT@WAFER@CLASS_EDI@ROUNDMOUND_BEEP,DEFECT@WAFER@CLASS_EDI@SCRATCH,DEFECT@WAFER@CLASS_EDI@SIZE_SMALL,DEFECT@WAFER@CLASS_EDI@SMALL_PARTICLE,DEFECT@WAFER@CLASS_EDI@WAFER_TOTAL
D615339,9,MCPPA009WAB6,0,0,0,0,0,0,0,0,0.04301,0,0,0,0.003584,0,0.003584,0.003584,,D6153390,PXMG,07/12/2026 9:09:46 PM,BPD436,8M6CL,8M6CL,08/07/2026 1:27:05 PM,8M6CL,D1D,2,8405836,,,,,,,,,,,,,,,,,
D614246,246,KJDLT246WFC0,0,0,0,0.003553,0.010658,0,0,0,0.078159,0,0,0,0,0.007105,0,0,,D6142460,PXMG,07/12/2026 8:45:18 PM,BPD432,8M6CL,8M6CL,08/07/2026 1:27:36 PM,8M6CL,D1D,1,8353994,,,,,,,,,,,,,,,,,
D614246,255,KJDLT255WFC2,0.003584,0,0,0.007168,0.003584,0,0,0,0.046595,0,0,0,0,0,0,0.003584,,D6142460,PXMG,07/12/2026 8:45:18 PM,BPD432,8M6CL,8M6CL,08/07/2026 1:27:17 PM,8M6CL,D1D,2,8353974,,,,,,,,,,,,,,,,,
D614246,273,KJDLT273WFC6,0,0,0,0.010753,0.003584,0,0,0,0.046595,0,0,0,0,0,0,0,,D6142460,PXMG,07/12/2026 8:45:18 PM,BPD432,8M6CL,8M6CL,08/07/2026 1:27:27 PM,8M6CL,D1D,3,8354046,,,,,,,,,,,,,,,,,
D614246,281,KJDLT281WFG1,0.003584,0,0,0.014337,0.003584,0,0,0,0.053763,0,0,0,0,0.003584,0,0,,D6142460,PXMG,07/12/2026 8:45:18 PM,BPD432,8M6CL,8M6CL,08/07/2026 1:27:33 PM,8M6CL,D1D,4,8353959,,,,,,,,,,,,,,,,,
D614242,7,MCMMJ007WAE1,0.003823,0,0,0.021983,0,0,0,0,0.098924,0.003584,0,0,0.007407,0.007407,0.003584,0.003823,0,D6142420,PXMG,07/13/2026 12:38:22 AM,BPD454,8M6CL,8M6CL,08/07/2026 1:27:05 PM,8M6CL,D1D,1,8353001,,,,,,,,,,,,,,,,,
D614242,10,MCMMJ010WAB0,0,0,0,0.021316,0.003553,0,0,0,0.095922,0,0,0,0,0.056843,0.014211,0,,D6142420,PXMG,07/13/2026 12:38:22 AM,BPD454,8M6CL,8M6CL,08/07/2026 1:27:15 PM,8M6CL,D1D,2,8353035,,,,,,,,,,,,,,,,,
D615447,40,MCNFM040WAD7,0.003553,0,0,0.003553,0,0,0,0,0.049737,0,0,0,0,0.003553,0.003553,0,,D6154470,PXMG,07/24/2026 4:03:12 PM,BPD446,8M6CL,8M6CL,08/07/2026 1:26:22 PM,8M6CL,D1D,1,8415779,,,,,,,,,,,,,,,,,
D615447,46,MCNFM046WAH2,0,0,0,0.003553,0,0,0,0,0.028421,0,0,0,0.007105,0.010658,0.007105,0,,D6154470,PXMG,07/24/2026 4:03:12 PM,BPD446,8M6CL,8M6CL,08/07/2026 1:26:34 PM,8M6CL,D1D,2,8415774,,,,,,,,,,,,,,,,,
D615447,68,MCNFM068WAC5,0,0,0,0.021316,0,0,0,0,0.031974,0,0,0,0,0.003553,0,0,,D6154470,PXMG,07/24/2026 4:03:12 PM,BPD446,8M6CL,8M6CL,08/07/2026 1:26:28 PM,8M6CL,D1D,3,8415661,,,,,,,,,,,,,,,,,
D615447,80,MCNFM080WAH1,0,0,0,0.003553,0,0,0,0,0.042632,0,0,0,0,0,0,0,,D6154470,PXMG,07/24/2026 4:03:12 PM,BPD446,8M6CL,8M6CL,08/07/2026 1:26:42 PM,8M6CL,D1D,4,8415731,,,,,,,,,,,,,,,,,
D615973,245,5DXPB245MVF4,0,0,0,0.045461,0,0,0,0,0.201326,0,0,0,0,0.006494,0.003247,0.003247,,D6159730,PR8B,07/23/2026 6:23:51 PM,BPD458,8M6CL,8M6CL,07/24/2026 8:55:47 AM,8M6CL,D1D,1,8421419,,,,,,,,,,,,,,,,,
D615973,259,5DXPB259MVE7,0,0,0,0.009742,0.006494,0,0,0,0.198078,0,0,0,0,0.012989,0,0,,D6159730,PR8B,07/23/2026 6:23:51 PM,BPD458,8M6CL,8M6CL,07/24/2026 8:55:58 AM,8M6CL,D1D,2,8421459,,,,,,,,,,,,,,,,,
D615973,297,5DXPB297MVH0,0,0,0,0.048708,0,0,0,0,0.211067,0,0,0,0.006494,0.003247,0.006494,0,,D6159730,PR8B,07/23/2026 6:23:51 PM,BPD458,8M6CL,8M6CL,07/24/2026 8:55:32 AM,8M6CL,D1D,3,8421499,,,,,,,,,,,,,,,,,
D615973,313,5DXPB313MVE6,0,0,0,0.02273,0.003247,0,0,0,0.191584,0,0,0,0,0.009742,0.009742,0,,D6159730,PR8B,07/23/2026 6:23:51 PM,BPD458,8M6CL,8M6CL,07/24/2026 8:56:08 AM,8M6CL,D1D,4,8421434,,,,,,,,,,,,,,,,,
D615973,542,5DXPE542MVG0,0,0,0,0.007456,0.003728,0.003728,0,0,0.630002,0,0,0,0.003728,0.003728,0.018639,0.003728,,D6159730BU,PR8B,07/23/2026 6:07:44 AM,BPD448,8M6CL,8M6CL,07/23/2026 9:50:33 AM,8M6CL,D1D,1,9004285,,,,,,,,,,,,,,,,,
D615973,543,5DXPE543MVC7,0,0,0,0.006494,0,0,0,0,0.366932,0,0,0,0.003247,0.006494,0.006494,0,,D6159730BU,PR8B,07/23/2026 6:07:44 AM,BPD448,8M6CL,8M6CL,07/23/2026 9:39:18 AM,8M6CL,D1D,2,9004120,,,,,,,,,,,,,,,,,
D615973,562,5DXPE562MVA2,0,0,0,0.010468,0.003489,0,0,0,0.359397,0,0,0,0,0.006979,0,0,,D6159730BU,PR8B,07/23/2026 6:07:44 AM,BPD448,8M6CL,8M6CL,07/23/2026 9:50:43 AM,8M6CL,D1D,3,9004161,,,,,,,,,,,,,,,,,
D615973,563,5DXPE563MVE4,0,0,0,0.006587,0,0,0,0,0.605995,0,0,0,0,0.006587,0,0,,D6159730BU,PR8B,07/23/2026 6:07:44 AM,BPD448,8M6CL,8M6CL,07/23/2026 9:39:11 AM,8M6CL,D1D,4,9004107,,,,,,,,,,,,,,,,,
D615291,8,MCLKC008WAF2,0,0,0,0.003584,0,0,0,0,0.189929,0,0,0,0,0,0.003584,0,,D6152910,PNCB,07/23/2026 12:54:09 AM,BPD448,8M6CL,8M6CL,07/23/2026 9:34:59 AM,8M6CL,D1D,1,8385607,,,,,,,,,,,,,,,,,
D615291,9,MCLKC009WAC1,0.003609,0,0,0.046919,0,0.003609,0,0,0.234595,0,0,0,0.003609,0,0.010827,0,,D6152910,PNCB,07/23/2026 12:54:09 AM,BPD448,8M6CL,8M6CL,07/23/2026 9:34:47 AM,8M6CL,D1D,2,8385591,,,,,,,,,,,,,,,,,
D615291,11,MCLKC011WAC1,0,0,0,0.018046,0,0.003609,0,0,0.184067,0,0,0,0.014437,0.050528,0.003609,0.007218,,D6152910,PNCB,07/23/2026 12:54:09 AM,BPD448,8M6CL,8M6CL,07/23/2026 9:34:41 AM,8M6CL,D1D,3,8385680,,,,,,,,,,,,,,,,,
D615291,25,MCLKC025WAB4,0,0,0,0.014437,0,0,0,0,0.194894,0,0,0,0.003609,0.003609,0.007218,0,,D6152910,PNCB,07/23/2026 12:54:09 AM,BPD448,8M6CL,8M6CL,07/23/2026 9:34:53 AM,8M6CL,D1D,4,8385677,,,,,,,,,,,,,,,,,
D615337,17,KJD9W017WFF0,0,0,0,0.017921,0.003584,0,0,0,0.129031,0,0,0,0,0,0.007168,0,,D6153370,PXMG,07/20/2026 3:46:22 AM,BPD454,8M6CL,8M6CL,08/07/2026 1:27:07 PM,8M6CL,D1D,1,8405841,,,,,,,,,,,,,,,,,
D615337,19,KJD9W019WFG1,0,0.004352,0,0.055555,0.004352,0.026113,0,0,0.160521,0,0,0,0.050691,0.003584,0.139272,0,0,D6153370,PXMG,07/20/2026 3:46:22 AM,BPD454,8M6CL,8M6CL,08/07/2026 1:26:43 PM,8M6CL,D1D,2,8405739,,,,,,,,,,,,,,,,,
D615337,23,KJD9W023WFH2,0,0,0,0.014337,0,0.003584,0,0,0.215052,0,0,0,0.007168,0,0.032258,0,,D6153370,PXMG,07/20/2026 5:00:36 AM,BPD448,8M6CL,8M6CL,08/07/2026 1:26:59 PM,8M6CL,D1D,3,8405831,,,,,,,,,,,,,,,,,
D615337,30,KJD9W030WFG3,0,0,0,0.007105,0,0.003553,0,0,0.259344,0,0,0,0.010658,0.007105,0.017763,0,,D6153370,PXMG,07/20/2026 5:00:36 AM,BPD448,8M6CL,8M6CL,08/07/2026 1:26:46 PM,8M6CL,D1D,4,8405772,,,,,,,,,,,,,,,,,
D615337,63,KJD9W063WFD1,0,0,0,0.025089,0,0,0,0,0.232973,0,0,0,0.010753,0,0.039426,0,,D6153370,PXMG,07/20/2026 5:00:36 AM,BPD448,8M6CL,8M6CL,08/07/2026 1:26:53 PM,8M6CL,D1D,5,8405767,,,,,,,,,,,,,,,,,
D615332,444,MCLXQ444WAC6,0,0,0,0.014211,0,0.003553,0,0,0.031974,0,0,0,0.003553,0,0,0.007105,,D6153320,PXMG,07/20/2026 8:48:34 PM,BPD446,8M6CL,8M6CL,08/07/2026 1:26:46 PM,8M6CL,D1D,1,8403174,,,,,,,,,,,,,,,,,
D615332,495,MCLXQ495WAA0,0,0,0,0.003584,0,0,0,0,0.039426,0,0,0,0,0,0.007168,0.003584,,D6153320,PXMG,07/20/2026 8:48:34 PM,BPD446,8M6CL,8M6CL,08/07/2026 1:26:57 PM,8M6CL,D1D,2,8403163,,,,,,,,,,,,,,,,,
D615332,503,MCLXQ503WAB6,0,0,0,0,0,0,0,0,0.032258,0,0,0,0,0.003584,0.003584,0,,D6153320,PXMG,07/20/2026 8:48:34 PM,BPD446,8M6CL,8M6CL,08/07/2026 1:26:38 PM,8M6CL,D1D,3,8403157,,,,,,,,,,,,,,,,,
D615332,508,MCLXQ508WAA7,0,0,0,0,0.007105,0,0,0,0.028421,0,0,0,0,0.003553,0,0.003553,,D6153320,PXMG,07/20/2026 8:48:34 PM,BPD446,8M6CL,8M6CL,08/07/2026 1:26:45 PM,8M6CL,D1D,4,8403120,,,,,,,,,,,,,,,,,
D615977,176,5DXPQ176MVA2,0,0,0,0.024425,0,0,0,0,0.282633,0,0,0,0.006979,0,0.003489,0,,D6159770,PR8B,07/31/2026 1:40:16 AM,BPD450,8M6CL,8M6CL,07/31/2026 8:29:12 AM,8M6CL,D1D,1,8421233,,,,,,,,,,,,,,,,,
D615977,177,5DXPQ177MVE4,0,0,0,0.061697,0,0,0,0,0.224056,0,0,0,0.003247,0.003247,0.006494,0,,D6159770,PR8B,07/31/2026 1:40:16 AM,BPD450,8M6CL,8M6CL,07/31/2026 8:29:06 AM,8M6CL,D1D,2,8421180,,,,,,,,,,,,,,,,,
D615977,285,5DXPQ285MVH0,0,0,0,0.042213,0,0,0,0,0.246786,0,0,0,0,0.006494,0.006494,0,,D6159770,PR8B,07/31/2026 1:40:16 AM,BPD450,8M6CL,8M6CL,07/31/2026 8:29:25 AM,8M6CL,D1D,3,8421210,,,,,,,,,,,,,,,,,
D615977,287,5DXPQ287MVA6,0,0,0,0.048708,0.003247,0.003247,0,0,0.217561,0,0,0,0,0,0.006494,0,,D6159770,PR8B,07/31/2026 1:40:16 AM,BPD450,8M6CL,8M6CL,07/31/2026 8:29:22 AM,8M6CL,D1D,4,8421271,,,,,,,,,,,,,,,,,
D615293,10,A2BDS010SLA5,0,0,0,0.032252,0,0,0,0,0.179178,0,0,0,0.003584,0,0,0,,D6152930,PNCB,08/06/2026 9:15:08 PM,BPD448,8M6CL,8M6CL,08/07/2026 10:17:24 AM,8M6CL,D1D,1,8385537,,,,,,,,,,,,,,,,,
D615293,15,A2BDS015SLH1,0,0,0,0.036092,0.003609,0.003609,0,0,0.198504,0,0,0,0.007218,0.014437,0.003609,0,,D6152930,PNCB,08/06/2026 9:15:08 PM,BPD448,8M6CL,8M6CL,08/07/2026 10:20:02 AM,8M6CL,D1D,2,8385545,,,,,,,,,,,,,,,,,
D615342,24,A2BDY024SLC2,0,0,0,0.007105,0,0.003553,0,0,0.099475,0,0,0,0.007105,0.007105,0.003553,0.003553,,D6153420,PXMG,08/19/2026 9:24:59 AM,BPD444,8M6CL,8M6CL,08/20/2026 8:50:35 AM,8M6CL,D1D,1,8406025,,,,,,,,,,,,,,,,,
D615342,83,A2BP5083SLD2,0,0,0,0.028674,0,0,0,0,0.050179,0,0,0,0,0,0.003584,0,,D6153420,PXMG,08/19/2026 9:24:59 AM,BPD444,8M6CL,8M6CL,08/20/2026 8:50:41 AM,8M6CL,D1D,2,8405820,,,,,,,,,,,,,,,,,
D614EAG,278,5DXAZ278MVD1,0,0.005273,0,0.010546,0,0,0,0,0.290006,0,0,0,0,0,0,0,,D614EAG0,X78E,08/23/2026 10:16:40 PM,BPD458,8M6CL,8M6CL,08/23/2026 11:45:31 PM,8M6CL,D1D,1,8373126,,,,,,,,,,,,,,,,,
D614EAG,312,5DXAZ312MVB3,0,0,0,0,0,0,0,0,0.274188,0,0,0,0,0,0,0,,D614EAG0,X78E,08/23/2026 10:16:40 PM,BPD458,8M6CL,8M6CL,08/23/2026 11:45:34 PM,8M6CL,D1D,2,8372977,,,,,,,,,,,,,,,,,
D614EAG,331,5DXAZ331MVG1,0,0,0,0.005289,0.005289,0.026446,0,0,0.269747,0,0,0,0.015867,0.005289,0.010578,0,,D614EAG0,X78E,08/23/2026 10:16:40 PM,BPD458,8M6CL,8M6CL,08/23/2026 11:45:21 PM,8M6CL,D1D,3,8373135,,,,,,,,,,,,,,,,,
D614EAG,338,5DXAZ338MVG3,0,0,0,0.005273,0,0.005273,0,0,0.305825,0,0,0,0,0.010546,0.005273,0,,D614EAG0,X78E,08/23/2026 10:16:40 PM,BPD458,8M6CL,8M6CL,08/23/2026 11:45:40 PM,8M6CL,D1D,4,8373031,,,,,,,,,,,,,,,,,
D544624,23,MCGCW023WAE0,,,,,,,,,,,,,,,,,,D5446240,PXMG,02/26/2026 3:02:21 AM,BPD432,8M6CL,8M6CL,05/05/2026 9:39:47 AM,8M6CL,D1D,1,7572091,0,0,0,0.521225,0,0,0,0,0,0,0,0,3.154129,0,0,0.888896,4.56425
D544624,102,MCGCW102WAE5,,,,,,,,,,,,,,,,,,D5446240,PXMG,02/26/2026 3:02:21 AM,BPD432,8M6CL,8M6CL,05/05/2026 9:12:18 AM,8M6CL,D1D,2,7572043,3.421758,0,0,0.48024,5.909847,0.792145,0,0,0,0,0,0,0,3.325644,0,0.566722,14.49636
D544624,112,MCGCW112WAB6,,,,,,,,,,,,,,,,,,D5446240,PXMG,02/26/2026 3:02:21 AM,BPD432,8M6CL,8M6CL,07/02/2026 4:50:26 AM,8M6CL,D1D,3,7572061,0.697212,0,0,0.310509,0,1.946704,0,0,0,0,0,0,0,0.652508,0,0,3.606933
D544624,226,MCG3W226WAD7,,,,,,,,,,,,,,,,,,D5446240,PXMG,02/26/2026 3:02:21 AM,BPD432,8M6CL,8M6CL,05/05/2026 4:00:08 AM,8M6CL,D1D,4,7572001,0,0,0,0.315044,0,0,0,0,0,1.260772,0,0,2.865393,2.958919,5.138453,1.557398,14.09598
D544624,228,MCG3W228WAF0,,,,,,,,,,,,,,,,,,D5446240,PXMG,02/26/2026 3:02:21 AM,BPD432,8M6CL,8M6CL,05/04/2026 7:38:19 PM,8M6CL,D1D,5,7572057,0,0,0,0.244473,1.444273,0,0,0,0,0,0,0,0,0,1.429671,0,3.118417
D546338,3,GS9YT003JKD2,,,,,,,,,,,,,,,,,,D5463380,PXMG,02/26/2026 10:39:20 AM,BPD436,8M6CL,8M6CL,06/08/2026 2:42:56 AM,8M6CL,D1D,1,7636179,0,0,0,0.166943,0,0.655925,0,0,0,0,0,0,0,2.134289,3.668659,2.022706,8.630722
D546338,22,GS9YT022JKA5,,,,,,,,,,,,,,,,,,D5463380,PXMG,02/26/2026 10:39:20 AM,BPD436,8M6CL,8M6CL,06/08/2026 2:07:19 AM,8M6CL,D1D,2,7636300,0,0,0,1.130793,1.537189,0,0,0,0,0,0,0,1.705131,0,1.019551,0,5.392664
D546338,40,GS9YT040JKB1,,,,,,,,,,,,,,,,,,D5463380,PXMG,02/26/2026 10:39:20 AM,BPD436,8M6CL,8M6CL,05/02/2026 5:13:29 AM,8M6CL,D1D,3,7636198,0.614315,0,0,0.099472,2.416869,3.372402,0,0,0,0,0,0,1.34046,3.890861,3.895684,1.293137,16.9232
D546338,45,GS9YT045JKA2,,,,,,,,,,,,,,,,,,D5463380,PXMG,02/26/2026 10:39:20 AM,BPD436,8M6CL,8M6CL,05/02/2026 5:35:24 AM,8M6CL,D1D,4,7636195,0,0,0,0.167167,5.503697,0,0,0,0,0,0,0,2.155056,10.90981,1.701152,0,20.43688
D545206,55,A22G8055SLB3,,,,,,,,,,,,,,,,,,D5452060,PXMG,02/26/2026 2:36:32 PM,BPD448,8M6CL,8M6CL,04/30/2026 12:00:33 PM,8M6CL,D1D,1,7595786,1.875023,0,0,0.535115,0,0,0,0,0,0,0,0,0,0,0,0.660139,3.070276
D545206,66,A21NZ066SLF1,,,,,,,,,,,,,,,,,,D5452060,PXMG,02/26/2026 2:36:32 PM,BPD448,8M6CL,8M6CL,04/30/2026 8:31:57 AM,8M6CL,D1D,2,7595704,0,0,0,0.3523,0,0,0,0,0,0,0,0,0,0,0,0,0.3523
D545206,111,A21NZ111SLE6,,,,,,,,,,,,,,,,,,D5452060,PXMG,02/26/2026 2:36:32 PM,BPD448,8M6CL,8M6CL,04/30/2026 1:54:02 PM,8M6CL,D1D,3,7595677,1.426456,0,0,0.321533,0,0,0,0,0,0,0,0,0,0,0.610043,0,2.358031
D545206,120,A21NZ120SLF0,,,,,,,,,,,,,,,,,,D5452060,PXMG,02/26/2026 2:36:32 PM,BPD448,8M6CL,8M6CL,05/01/2026 2:26:30 AM,8M6CL,D1D,4,7595764,0,0,0,0.357469,2.4992,1.194403,0,0,0,0,0,0,0,0.632645,0,0,4.683715
D546325,324,MCJ7G324WAG1,,,,,,,,,,,,,,,,,,D5463250,PXMG,02/26/2026 2:59:42 PM,BPD444,8M6CL,8M6CL,05/01/2026 1:48:31 AM,8M6CL,D1D,1,7632747,0,0,0,1.061701,2.577504,0,0,0,0,0,0,0,0,8.796017,0,0,12.37668
D546325,325,MCJ7G325WAD0,,,,,,,,,,,,,,,,,,D5463250,PXMG,02/26/2026 2:59:42 PM,BPD444,8M6CL,8M6CL,05/01/2026 6:24:09 AM,8M6CL,D1D,2,7632786,0,0,0,0.071086,0,0,0,0,0,0,0,0,3.843223,0,0,0,3.914309
D546325,397,MCJ7G397WAG1,,,,,,,,,,,,,,,,,,D5463250,PXMG,02/26/2026 2:59:42 PM,BPD444,8M6CL,8M6CL,05/01/2026 2:31:05 AM,8M6CL,D1D,3,7632539,0.439007,0,0,0.024772,0,0,0,0,0,0,0,0,0,0,0,0,0.463779
D546325,407,MCJ7G407WAB5,,,,,,,,,,,,,,,,,,D5463250,PXMG,02/26/2026 2:59:42 PM,BPD444,8M6CL,8M6CL,04/30/2026 9:19:49 AM,8M6CL,D1D,4,7632536,0,0,0,0.196149,0,0,0,0,0,0,0,0,1.898324,0.698465,1.237812,0,4.030747
D546331,797,GR0ZC797JDB5,,,,,,,,,,,,,,,,,,D5463310,PXMG,02/25/2026 11:57:26 AM,BPD454,8M6CL,8M6CL,04/16/2026 6:01:23 PM,8M6CL,D1D,1,7636263,0,0,0,0.923769,0,5.193695,0,0,0,0,0,0.37556,1.890241,0,1.232543,0.958608,9.210608
D546331,798,GR0ZC798JDF7,,,,,,,,,,,,,,,,,,D5463310,PXMG,02/25/2026 11:57:26 AM,BPD454,8M6CL,8M6CL,04/16/2026 3:34:28 PM,8M6CL,D1D,2,7636215,0,0,0,1.189795,0,0,0,0,0,0,0,0,0,0,1.688904,0,2.878699
D545181,30,MCGCW030WAD1,,,,,,,,,,,,,,,,,,D5451810,PXMG,02/25/2026 8:57:07 AM,BPD454,8M6CL,8M6CL,05/01/2026 7:48:31 AM,8M6CL,D1D,1,7591336,0,0,0,0.903608,1.486934,0.597917,0,0,0,0,0,0,3.639765,0,1.211322,0,7.839548
D545181,37,MCGCW037WAD3,,,,,,,,,,,,,,,,,,D5451810,PXMG,02/25/2026 8:57:07 AM,BPD454,8M6CL,8M6CL,07/02/2026 3:24:34 AM,8M6CL,D1D,2,7591334,0,0,0,0.234867,1.406201,0,0,0,0,0,0,0,2.838335,0.744028,2.574803,0,7.798231
D544638,2,MCGCW002WAF4,,,,,,,,,,,,,,,,,,D5446380,PXMG,02/28/2026 10:45:56 AM,BPD450,8M6CL,8M6CL,07/02/2026 9:20:01 PM,8M6CL,D1D,1,7578545,1.300336,0,0,0.078779,0,0,0,0,0,0,0,0,1.922455,0,0.63477,0,3.93634
D544638,11,MCGCW011WAF6,,,,,,,,,,,,,,,,,,D5446380,PXMG,02/28/2026 10:45:56 AM,BPD450,8M6CL,8M6CL,05/03/2026 5:04:55 AM,8M6CL,D1D,2,7578510,0,0,0,0.510394,0,3.644227,0,0,0,0,0,0,0.957931,0,0.631222,0,5.291125
D544638,22,MCGCW022WAH1,,,,,,,,,,,,,,,,,,D5446380,PXMG,02/28/2026 10:45:56 AM,BPD450,8M6CL,8M6CL,07/02/2026 9:13:52 PM,8M6CL,D1D,3,7578336,0,0,0,0.393914,4.223799,0,0,0,0,0,0,0,0,1.523778,2.758128,0,7.914953
D544638,24,MCGCW024WAA7,,,,,,,,,,,,,,,,,,D5446380,PXMG,02/28/2026 10:45:56 AM,BPD450,8M6CL,8M6CL,05/02/2026 7:15:59 PM,8M6CL,D1D,4,7578334,0,0,0,0.078223,0,0,0,0,0,0,0,0,1.908903,0,0.671304,0.593555,3.251988
D548507,705,GT5JD705JKG3,,,,,,,,,,,,,,,,,,D5485070,PXMG,02/28/2026 7:54:55 AM,BPD450,8M6CL,8M6CL,05/02/2026 5:27:48 AM,8M6CL,D1D,1,7703577,0,0,0,0.883093,0,0,0,3.830051,0,0,0,0,0,0,1.247462,0,5.960606
D548507,709,GT5JD709JKB2,,,,,,,,,,,,,,,,,,D5485070,PXMG,02/28/2026 7:54:55 AM,BPD450,8M6CL,8M6CL,05/02/2026 4:48:41 AM,8M6CL,D1D,2,7703602,0,0,0,0.106202,2.154106,0,0,0,0,0,0,0,1.326641,0,0.793239,0,4.380188
D548507,710,GT5JD710JKE3,,,,,,,,,,,,,,,,,,D5485070,PXMG,02/28/2026 7:54:55 AM,BPD450,8M6CL,8M6CL,05/03/2026 2:18:02 PM,8M6CL,D1D,3,7703635,0,0,0,1.115535,0,0,0,0,0,0,0,0,0,0,0,0,1.115535
D548507,723,GT5JD723JKG7,,,,,,,,,,,,,,,,,,D5485070,PXMG,02/28/2026 7:54:55 AM,BPD450,8M6CL,8M6CL,07/01/2026 11:57:26 AM,8M6CL,D1D,4,7703607,0,0,0,1.223987,0,0,0,0,0,0,0,0,0,0,0,0,1.223987
D544623,44,MCGCW044WAC4,,,,,,,,,,,,,,,,,,D5446230,PXMG,02/27/2026 9:15:35 PM,BPD446,8M6CL,8M6CL,07/02/2026 6:28:15 AM,8M6CL,D1D,1,7571997,0,0,0,1.378513,5.946039,14.60346,0,0,0,0,0,0,14.23938,1.479597,4.26135,0,39.77616
D544623,45,MCGCW045WAG6,,,,,,,,,,,,,,,,,,D5446230,PXMG,02/27/2026 9:15:35 PM,BPD446,8M6CL,8M6CL,07/02/2026 6:58:44 AM,8M6CL,D1D,2,7571982,0,0,0,2.701973,0,2.335913,0,0,0,0,0,0,1.662305,0,5.42043,0.539388,12.44223
D544623,47,MCGCW047WAA4,,,,,,,,,,,,,,,,,,D5446230,PXMG,02/27/2026 9:15:35 PM,BPD446,8M6CL,8M6CL,07/02/2026 5:46:47 AM,8M6CL,D1D,3,7571971,0,0,0,2.977462,14.60555,1.372566,0.515264,0,0,0,0,0,5.927754,0,2.593255,0,27.99185
D544623,49,MCGCW049WAB5,,,,,,,,,,,,,,,,,,D5446230,PXMG,02/27/2026 9:15:35 PM,BPD446,8M6CL,8M6CL,07/02/2026 5:26:03 AM,8M6CL,D1D,4,7572021,0,0,0,2.047976,0,0,0,0,0,0,0,0,6.045396,1.951972,4.666809,0,14.00782
D547406,76,A24ZR076SLE0,,,,,,,,,,,,,,,,,,D5474060,PXMG,02/27/2026 7:37:04 PM,BPD444,8M6CL,8M6CL,04/30/2026 3:04:03 PM,8M6CL,D1D,1,7665414,0,0,0,0.080064,1.125487,0,0,0,0,0,0,0,0,3.387627,0,0,4.593178
D547406,79,A24ZR079SLC0,,,,,,,,,,,,,,,,,,D5474060,PXMG,02/27/2026 7:37:04 PM,BPD444,8M6CL,8M6CL,04/30/2026 11:15:20 AM,8M6CL,D1D,2,7665416,0.68199,0,0,0.224027,1.143615,1.205007,0,0,0,0,0,0,1.48987,0,0,0,4.74451
D547397,10,A25EA010SLC0,,,,,,,,,,,,,,,,,,D5473970,PNCB,03/05/2026 12:10:56 AM,BPD432,8M6CL,8M6CL,05/07/2026 2:24:26 PM,8M6CL,D1D,1,7666535,0,0,0,0.866439,0,0,0,0,0,0,0,0,0,0,0.644163,0,1.510602
D547397,13,A25EA013SLA0,,,,,,,,,,,,,,,,,,D5473970,PNCB,03/05/2026 12:10:56 AM,BPD432,8M6CL,8M6CL,05/07/2026 1:20:56 AM,8M6CL,D1D,2,7666548,0,0,0,0.217447,1.397142,0,0,0,0,0,0,0,0,1.381305,3.127304,0,6.123199
